"Year","Category","FormulaType","Difficulty","n","Tool","n_total","Proportion"
2024,"ltl","INV","Hard",29,"LTSMin+red",261,0.111111111111111
2024,"ltl","INV","Hard",35,"ITS-Tools",261,0.134099616858238
2024,"ltl","INV","Hard",6,"LoLA",261,0.0229885057471264
2024,"ltl","INV","Hard",163,"Tapaal",261,0.624521072796935
2024,"ltl","INV","Hard",57,"2023-gold",261,0.218390804597701
2024,"ltl","INV","Hard",261,"BVT",261,1
2024,"ltl","INV","Other",14037,"GreatSPN+red",14934,0.939935717155484
2024,"ltl","INV","Other",14280,"LTSMin+red",14934,0.956207312173564
2024,"ltl","INV","Other",14386,"ITS-Tools",14934,0.963305209588858
2024,"ltl","INV","Other",7832,"LoLA",14934,0.524440873175305
2024,"ltl","INV","Other",13623,"Tapaal",14934,0.912213740458015
2024,"ltl","INV","Other",14797,"2023-gold",14934,0.990826302397214
2024,"ltl","INV","Other",10553,"LTSMin",14934,0.706642560599973
2024,"ltl","INV","Other",6764,"GreatSPN",14934,0.452926208651399
2024,"ltl","INV","Other",14934,"BVT",14934,1
2025,"global_properties","CEX","Hard",37,"ITS-Tools",83,0.44578313253012
2025,"global_properties","CEX","Hard",41,"Tapaal",83,0.493975903614458
2025,"global_properties","CEX","Hard",5,"2024-gold",83,0.0602409638554217
2025,"global_properties","CEX","Hard",83,"BVT",83,1
2025,"global_properties","CEX","Other",5274,"ITS-Tools",5284,0.998107494322483
2025,"global_properties","CEX","Other",4823,"Tapaal",5284,0.912755488266465
2025,"global_properties","CEX","Other",5245,"2024-gold",5284,0.992619227857684
2025,"global_properties","CEX","Other",5284,"BVT",5284,1
2025,"global_properties","INV","Hard",57,"ITS-Tools",106,0.537735849056604
2025,"global_properties","INV","Hard",20,"Tapaal",106,0.188679245283019
2025,"global_properties","INV","Hard",29,"2024-gold",106,0.273584905660377
2025,"global_properties","INV","Hard",106,"BVT",106,1
2025,"global_properties","INV","Other",3425,"ITS-Tools",3426,0.999708114419148
2025,"global_properties","INV","Other",2801,"Tapaal",3426,0.817571511967309
2025,"global_properties","INV","Other",3416,"2024-gold",3426,0.997081144191477
2025,"global_properties","INV","Other",3426,"BVT",3426,1
2025,"reachability","UNKNOWN","Hard",475,"ITS-Tools",749,0.634178905206943
2025,"reachability","UNKNOWN","Hard",95,"smpt",749,0.126835781041389
2025,"reachability","UNKNOWN","Hard",135,"Tapaal",749,0.180240320427236
2025,"reachability","UNKNOWN","Hard",44,"2024-gold",749,0.0587449933244326
2025,"reachability","UNKNOWN","Hard",749,"BVT",749,1
2025,"reachability","UNKNOWN","Other",55772,"ITS-Tools",57261,0.973996262726812
2025,"reachability","UNKNOWN","Other",51937,"smpt",57261,0.907022231536299
2025,"reachability","UNKNOWN","Other",56348,"Tapaal",57261,0.98405546532544
2025,"reachability","UNKNOWN","Other",55710,"2024-gold",57261,0.972913501335988
2025,"reachability","UNKNOWN","Other",57261,"BVT",57261,1
2025,"ltl","CEX","Hard",130,"EnPac",760,0.171052631578947
2025,"ltl","CEX","Hard",760,"BVT",760,1
2025,"ltl","CEX","Hard",617,"ITS-Tools",760,0.811842105263158
2025,"ltl","CEX","Hard",8,"Tapaal",760,0.0105263157894737
2025,"ltl","CEX","Hard",5,"2024-gold",760,0.00657894736842105
2025,"ltl","CEX","Other",39692,"EnPac",41964,0.945858354780288
2025,"ltl","CEX","Other",39812,"ITS-Tools",41964,0.948717948717949
2025,"ltl","CEX","Other",41391,"Tapaal",41964,0.986345438947669
2025,"ltl","CEX","Other",41392,"2024-gold",41964,0.98636926889715
2025,"ltl","CEX","Other",41964,"BVT",41964,1
2025,"ltl","INV","Hard",37,"EnPac",904,0.040929203539823
2025,"ltl","INV","Hard",866,"ITS-Tools",904,0.957964601769911
2025,"ltl","INV","Hard",1,"Tapaal",904,0.00110619469026549
2025,"ltl","INV","Hard",904,"BVT",904,1
2025,"ltl","INV","Other",12661,"EnPac",13705,0.923823422108719
2025,"ltl","INV","Other",13214,"ITS-Tools",13705,0.964173659248449
2025,"ltl","INV","Other",13633,"2024-gold",13705,0.99474644290405
2025,"ltl","INV","Other",13633,"Tapaal",13705,0.99474644290405
2025,"ltl","INV","Other",13705,"BVT",13705,1
